Country,Political province/region,County,Mining area,Mining site,Add. information on mine,Latitude,Longitude,Location precision,Tectonic/geolog. super unit,Tectonic/geolog. unit,Tectonic/geolog. subunit,Deposit type,Metals,Minerals,Sample number,Geol. period,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/207Pb,208Pb/207Pb,204Pb/206Pb,207Pb/206Pb,208Pb/206Pb,Model_Age_SK75,mu_SK75,kappa_SK75,Model_Age_CR75,mu_CR75,kappa_CR75,Model_Age_AJ84,mu_AJ84,kappa_AJ84,Model_Age_ADB12,mu_ADB12,kappa_ADB12,Instrument used,year,doi,Reference,Note
North Macedonia [Северна Македонија],Eastern Region [Источен СР],,Kratovo-Zletovo,Zletovo,,42.032975,22.205097,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic-hydrothermal veins,Pb; Zn; Ag; Cu; Au,galena,3,Cenozoic,18.685,15.674,38.89,1.19210156987665,2.481179023,0.053518865,0.838854696,2.081348675,106.751,9.93,3.944,79.39,10.701,3.844,136.618,9.842,3.973,101.955,9.752,3.97,TIMS,1993,,"Amov, B., Kolkovski, B., and Dimitrov, R., 1993, Генезис и възраст на хидротермални рудни минерализации в родопската металогенна зона въз основа на изотопния състав на оловото в галенит   [Genesis and age of hydrothermal ore mineralization in the Rhodope metallogenic zone on the basis of the isotopic composition of lead in galena], Annuaire de l’Université de Sofia “St. Kliment Ohridski” Faculté de Géologie et Géographie, 85, 73–98.",
North Macedonia [Северна Македонија],Eastern Region [Источен СР],,Kratovo-Zletovo,Zletovo,,42.032975,22.205097,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic-hydrothermal veins,Pb; Zn; Ag; Cu; Au,galena,4,Cenozoic,18.689,15.682,38.922,1.19174850117605,2.481953832,0.053507411,0.839103216,2.082615442,120.48,9.964,3.961,76.783,10.702,3.843,149.175,9.872,3.99,108.961,9.767,3.984,TIMS,1993,,"Amov, B., Kolkovski, B., and Dimitrov, R., 1993, Генезис и възраст на хидротермални рудни минерализации в родопската металогенна зона въз основа на изотопния състав на оловото в галенит   [Genesis and age of hydrothermal ore mineralization in the Rhodope metallogenic zone on the basis of the isotopic composition of lead in galena], Annuaire de l’Université de Sofia “St. Kliment Ohridski” Faculté de Géologie et Géographie, 85, 73–98.",
North Macedonia [Северна Македонија],Eastern Region [Источен СР],,Kratovo-Zletovo,Zletovo,,42.032975,22.205097,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic-hydrothermal veins,Pb; Zn; Ag; Cu; Au,galena,5,Cenozoic,18.679,15.673,38.904,1.19179480643807,2.482230588,0.053536057,0.839070614,2.082766743,109.121,9.927,3.955,82.98,10.699,3.844,139.123,9.839,3.984,104.997,9.75,3.979,TIMS,1993,,"Amov, B., Kolkovski, B., and Dimitrov, R., 1993, Генезис и възраст на хидротермални рудни минерализации в родопската металогенна зона въз основа на изотопния състав на оловото в галенит   [Genesis and age of hydrothermal ore mineralization in the Rhodope metallogenic zone on the basis of the isotopic composition of lead in galena], Annuaire de l’Université de Sofia “St. Kliment Ohridski” Faculté de Géologie et Géographie, 85, 73–98.",
North Macedonia [Северна Македонија],Eastern Region [Источен СР],,Kratovo-Zletovo,Zletovo,,42.032975,22.205097,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic-hydrothermal veins,Pb; Zn; Ag; Cu; Au,galena,6,Cenozoic,18.688,15.684,38.912,1.19153277223253,2.480999745,0.053510274,0.839255137,2.082191781,125.378,9.973,3.957,77.318,10.702,3.843,153.778,9.88,3.986,112.13,9.771,3.98,TIMS,1993,,"Amov, B., Kolkovski, B., and Dimitrov, R., 1993, Генезис и възраст на хидротермални рудни минерализации в родопската металогенна зона въз основа на изотопния състав на оловото в галенит   [Genesis and age of hydrothermal ore mineralization in the Rhodope metallogenic zone on the basis of the isotopic composition of lead in galena], Annuaire de l’Université de Sofia “St. Kliment Ohridski” Faculté de Géologie et Géographie, 85, 73–98.",
North Macedonia [Северна Македонија],Eastern Region [Источен СР],,Kratovo-Zletovo,Zletovo,,42.032975,22.205097,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic-hydrothermal veins,Pb; Zn; Ag; Cu; Au,galena,7,Cenozoic,18.686,15.675,38.887,1.19208931438318,2.480829346,0.053516001,0.83886332,2.081076742,108.1,9.934,3.942,78.768,10.701,3.843,137.821,9.845,3.971,102.476,9.753,3.969,TIMS,1993,,"Amov, B., Kolkovski, B., and Dimitrov, R., 1993, Генезис и възраст на хидротермални рудни минерализации в родопската металогенна зона въз основа на изотопния състав на оловото в галенит   [Genesis and age of hydrothermal ore mineralization in the Rhodope metallogenic zone on the basis of the isotopic composition of lead in galena], Annuaire de l’Université de Sofia “St. Kliment Ohridski” Faculté de Géologie et Géographie, 85, 73–98.",
North Macedonia [Северна Македонија],Eastern Region [Источен СР],,Kratovo-Zletovo,Zletovo,,42.032975,22.205097,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic-hydrothermal veins,Pb; Zn; Ag; Cu; Au,galena,8,Cenozoic,18.688,15.671,38.86,1.19252121813948,2.479739646,0.053510274,0.838559503,2.079409247,98.224,9.917,3.925,77.697,10.702,3.843,128.545,9.829,3.955,96.112,9.745,3.955,TIMS,1993,,"Amov, B., Kolkovski, B., and Dimitrov, R., 1993, Генезис и възраст на хидротермални рудни минерализации в родопската металогенна зона въз основа на изотопния състав на оловото в галенит   [Genesis and age of hydrothermal ore mineralization in the Rhodope metallogenic zone on the basis of the isotopic composition of lead in galena], Annuaire de l’Université de Sofia “St. Kliment Ohridski” Faculté de Géologie et Géographie, 85, 73–98.",
North Macedonia [Северна Македонија],Eastern Region [Источен СР],,Kratovo-Zletovo,Zletovo,,42.032975,22.205097,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic-hydrothermal veins,Pb; Zn; Ag; Cu; Au,galena,9,Cenozoic,18.684,15.68,38.877,1.19158163210469,2.47940051,0.053521730000000003,0.839220724,2.08076429,120.023,9.956,3.94,79.809,10.701,3.844,149.002,9.865,3.969,110.057,9.763,3.967,TIMS,1993,,"Amov, B., Kolkovski, B., and Dimitrov, R., 1993, Генезис и възраст на хидротермални рудни минерализации в родопската металогенна зона въз основа на изотопния състав на оловото в галенит   [Genesis and age of hydrothermal ore mineralization in the Rhodope metallogenic zone on the basis of the isotopic composition of lead in galena], Annuaire de l’Université de Sofia “St. Kliment Ohridski” Faculté de Géologie et Géographie, 85, 73–98.",
North Macedonia [Северна Македонија],Eastern Region [Источен СР],,Osogovo-Besna Kobila,Sasa,Sase-Osogovo,42.114569,22.518397,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Skarn; Magmatic carbonate replacement,Pb; Zn; Ag,galena,28,Tertiary,18.95,15.95,40.14,1.18808777429467,2.5166144200627,0.052770448548813,0.841688654353562,2.11820580474934,447.786,11.087,4.503,-86.418,10.79,3.835,444.172,10.875,4.519,,,,TIMS,1968,,"Deleon, G., 1968, Primena metoda nuklearne geologije u odredivanju apsolutne starosti stena na teritoriji SR Makedonije, PhD thesis, University of Belgrade, Belgrade.",
North Macedonia [Северна Македонија],Southeastern Region [Југоисточен СР],,Kratovo-Zletovo,Bucim,skarn,41.660801,22.347754,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Porphyry copper; magmatic-hydrothermal veins,Cu; Au; Ag,galena,BU-1,Neogene,18.856,15.722,39,1.19933850655133,2.48060043251495,0.05303351718286,0.833792957148918,2.06830717013152,80.503,10.101,3.907,-23.971,10.756,3.838,103.673,9.994,3.935,,,,TIMS,1992,10.3929/ethz-a-000692261,"Frei, R., 1992, Isotope (Pb, Rb-Sr, S, O, C, U-Pb) geochemical investigations on Tertiary intrusives and related mineralizations in the Serbomacedonian Pb-Zn, Sb+Cu-Mo metallogenetic province in Northern Greece, PhD thesis, ETH Zürich, Zürich.",
North Macedonia [Северна Македонија],Southeastern Region [Југоисточен СР],,Kratovo-Zletovo,Bucim,vein,41.660801,22.347754,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Porphyry copper; magmatic-hydrothermal veins,Cu; Au; Ag,chalcopyrite,BU-2,Neogene,18.857,15.721,39.078,1.19947840468164,2.48571973793016,0.053030704778067,0.833695709815983,2.07233388131728,77.698,10.096,3.945,-24.543,10.757,3.838,101.01,9.99,3.973,,,,TIMS,1992,10.3929/ethz-a-000692261,"Frei, R., 1992, Isotope (Pb, Rb-Sr, S, O, C, U-Pb) geochemical investigations on Tertiary intrusives and related mineralizations in the Serbomacedonian Pb-Zn, Sb+Cu-Mo metallogenetic province in Northern Greece, PhD thesis, ETH Zürich, Zürich.",
